state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,state,date,critical_staffing_shortage_today_yes_wkLtr,critical_staffing_shortage_anticipated_within_week_yes
HI,1/29/2021,3,3,0,0,76,92,HI,2/5/2021,1,2
IA,1/29/2021,3,4,8,12,368,376,IA,2/5/2021,5,5
ID,1/29/2021,5,5,3,4,215,219,ID,2/5/2021,5,5
IL,1/29/2021,12,12,23,40,2254,2681,IL,2/5/2021,13,14
IN,1/29/2021,14,17,13,21,1433,1636,IN,2/5/2021,16,21
KS,1/29/2021,11,15,1,2,595,657,KS,2/5/2021,11,15
KY,1/29/2021,2,6,4,21,1389,1496,KY,2/5/2021,1,6
LA,1/29/2021,44,48,6,12,1452,1346,LA,2/5/2021,44,50
MA,1/29/2021,10,10,12,19,1456,1634,MA,2/5/2021,10,10
MD,1/29/2021,3,2,17,26,1480,1825,MD,2/5/2021,3,2
ME,1/29/2021,4,3,1,1,179,206,ME,2/5/2021,2,2
MI,1/29/2021,24,26,30,31,1315,1429,MI,2/5/2021,11,13
MN,1/29/2021,19,22,14,14,411,498,MN,2/5/2021,19,20
MO,1/29/2021,26,35,31,70,1474,1736,MO,2/5/2021,22,30
MS,1/29/2021,10,14,16,20,833,961,MS,2/5/2021,13,16
MT,1/29/2021,9,9,2,2,104,109,MT,2/5/2021,9,10
NC,1/29/2021,5,6,35,62,2780,2940,NC,2/5/2021,2,3
ND,1/29/2021,15,15,2,3,91,120,ND,2/5/2021,15,15
NE,1/29/2021,9,19,5,5,324,345,NE,2/5/2021,8,17
NH,1/29/2021,6,7,0,0,214,252,NH,2/5/2021,4,6
NJ,1/29/2021,9,10,12,43,2945,3192,NJ,2/5/2021,9,10
NM,1/29/2021,17,17,9,11,555,616,NM,2/5/2021,19,20
NV,1/29/2021,0,0,9,5,1220,1249,NV,2/5/2021,0,0
NY,1/29/2021,8,9,65,122,8377,8994,NY,2/5/2021,6,8
OH,1/29/2021,16,34,42,114,2798,3057,OH,2/5/2021,19,35
OK,1/29/2021,38,47,66,70,1337,1370,OK,2/5/2021,38,45
OR,1/29/2021,2,1,2,4,305,395,OR,2/5/2021,1,1
PA,1/29/2021,25,31,39,68,3725,4244,PA,2/5/2021,25,32
PR,1/29/2021,0,0,4,19,200,271,PR,2/5/2021,0,0
RI,1/29/2021,6,6,2,2,348,380,RI,2/5/2021,4,5
SC,1/29/2021,27,24,3,6,1799,1888,SC,2/5/2021,27,24
SD,1/29/2021,2,2,3,6,113,139,SD,2/5/2021,1,1
TN,1/29/2021,27,46,20,24,1650,1691,TN,2/5/2021,26,45
TX,1/29/2021,142,179,156,185,11444,11917,TX,2/5/2021,135,162
UT,1/29/2021,1,2,0,14,415,520,UT,2/5/2021,0,0
VA,1/29/2021,20,22,12,19,2224,2492,VA,2/5/2021,18,22
VI,1/29/2021,1,2,0,0,4,4,VI,2/5/2021,2,2
VT,1/29/2021,3,2,0,0,59,61,VT,2/5/2021,2,2
WA,1/29/2021,5,8,4,25,708,848,WA,2/5/2021,8,10
WI,1/29/2021,12,18,3,7,767,800,WI,2/5/2021,12,16
WV,1/29/2021,22,23,1,7,551,595,WV,2/5/2021,17,22
WY,1/29/2021,3,5,3,3,55,63,WY,2/5/2021,3,5
AK,1/28/2021,1,1,0,1,38,43,AK,2/4/2021,1,1
AL,1/28/2021,36,39,15,27,2213,2386,AL,2/4/2021,33,35
AR,1/28/2021,18,20,4,18,948,1100,AR,2/4/2021,22,25
AZ,1/28/2021,28,31,35,49,3556,4046,AZ,2/4/2021,27,34
CA,1/28/2021,153,170,144,168,15761,16403,CA,2/4/2021,135,154
CO,1/28/2021,7,6,15,26,620,691,CO,2/4/2021,6,7
CT,1/28/2021,4,4,5,8,1005,1123,CT,2/4/2021,4,4
DC,1/28/2021,0,0,11,32,282,303,DC,2/4/2021,0,0
DE,1/28/2021,0,0,2,4,320,351,DE,2/4/2021,1,1
FL,1/28/2021,9,27,57,71,6762,7262,FL,2/4/2021,9,28
GA,1/28/2021,42,49,29,70,4748,4994,GA,2/4/2021,41,48
HI,1/28/2021,3,3,1,3,88,105,HI,2/4/2021,1,2
IA,1/28/2021,3,4,4,5,379,392,IA,2/4/2021,3,4
ID,1/28/2021,5,5,4,5,212,219,ID,2/4/2021,5,5
IL,1/28/2021,11,13,28,51,2333,2823,IL,2/4/2021,13,13
IN,1/28/2021,14,17,16,22,1471,1709,IN,2/4/2021,16,21
KS,1/28/2021,13,17,2,3,610,668,KS,2/4/2021,11,14
KY,1/28/2021,2,7,2,15,1487,1588,KY,2/4/2021,0,6
LA,1/28/2021,44,48,6,9,1888,1375,LA,2/4/2021,45,49
MA,1/28/2021,12,12,16,18,1486,1673,MA,2/4/2021,10,10
MD,1/28/2021,5,3,14,24,1510,1888,MD,2/4/2021,3,3
ME,1/28/2021,3,3,1,2,178,209,ME,2/4/2021,5,2
MI,1/28/2021,23,26,21,21,1382,1517,MI,2/4/2021,12,14
MN,1/28/2021,19,20,14,17,440,520,MN,2/4/2021,20,20
MO,1/28/2021,26,33,34,72,1530,1799,MO,2/4/2021,20,29
MS,1/28/2021,12,17,12,21,835,966,MS,2/4/2021,12,16
MT,1/28/2021,10,9,2,2,103,113,MT,2/4/2021,9,10
NC,1/28/2021,6,6,37,64,2953,3107,NC,2/4/2021,6,6
ND,1/28/2021,18,16,1,1,90,120,ND,2/4/2021,15,15
NE,1/28/2021,9,19,5,7,337,353,NE,2/4/2021,8,17
NH,1/28/2021,6,7,1,1,215,254,NH,2/4/2021,4,7
NJ,1/28/2021,9,9,14,43,2956,3218,NJ,2/4/2021,9,10
NM,1/28/2021,19,18,7,15,559,625,NM,2/4/2021,19,19
NV,1/28/2021,0,0,10,6,1259,1296,NV,2/4/2021,0,0
NY,1/28/2021,10,9,66,125,8609,9216,NY,2/4/2021,7,9
OH,1/28/2021,19,38,42,71,2942,3201,OH,2/4/2021,18,34
OK,1/28/2021,38,48,73,76,1403,1433,OK,2/4/2021,37,45
OR,1/28/2021,2,1,3,10,314,400,OR,2/4/2021,3,3
PA,1/28/2021,23,29,46,76,3823,4402,PA,2/4/2021,26,31
PR,1/28/2021,0,0,4,25,216,271,PR,2/4/2021,0,0
RI,1/28/2021,6,6,2,2,339,372,RI,2/4/2021,4,5
SC,1/28/2021,26,23,5,8,1858,1942,SC,2/4/2021,26,23
SD,1/28/2021,3,3,2,5,118,146,SD,2/4/2021,1,1
TN,1/28/2021,25,45,24,30,1774,1877,TN,2/4/2021,25,44
TX,1/28/2021,143,182,146,181,11937,12343,TX,2/4/2021,131,165
UT,1/28/2021,0,1,0,12,429,538,UT,2/4/2021,0,0
VA,1/28/2021,22,24,13,21,2326,2556,VA,2/4/2021,18,22
VI,1/28/2021,1,2,0,0,5,7,VI,2/4/2021,2,2
VT,1/28/2021,2,2,0,0,59,60,VT,2/4/2021,2,2
WA,1/28/2021,7,9,6,24,728,797,WA,2/4/2021,7,9
WI,1/28/2021,12,18,5,7,778,830,WI,2/4/2021,17,16
WV,1/28/2021,22,24,4,11,586,631,WV,2/4/2021,17,21
WY,1/28/2021,3,5,3,3,63,70,WY,2/4/2021,3,5
AK,1/27/2021,1,1,0,0,40,42,AK,2/3/2021,1,1
AL,1/27/2021,36,39,20,27,2214,2386,AL,2/3/2021,34,35
AR,1/27/2021,19,20,5,16,964,1111,AR,2/3/2021,19,22
AZ,1/27/2021,30,33,37,60,3684,4146,AZ,2/3/2021,30,34
CA,1/27/2021,153,171,145,178,16292,17002,CA,2/3/2021,134,153
CO,1/27/2021,6,5,14,26,637,738,CO,2/3/2021,6,7
CT,1/27/2021,4,4,5,5,1006,1140,CT,2/3/2021,4,4
DC,1/27/2021,0,0,13,29,302,331,DC,2/3/2021,0,0
DE,1/27/2021,1,1,5,7,338,368,DE,2/3/2021,1,1
FL,1/27/2021,11,29,54,69,6882,7342,FL,2/3/2021,13,31
GA,1/27/2021,41,48,39,74,4861,5128,GA,2/3/2021,42,50
HI,1/27/2021,3,3,0,0,88,101,HI,2/3/2021,2,4
IA,1/27/2021,3,3,3,3,388,397,IA,2/3/2021,3,5
ID,1/27/2021,5,5,5,6,220,219,ID,2/3/2021,5,5
IL,1/27/2021,11,11,21,44,2408,2920,IL,2/3/2021,13,12
IN,1/27/2021,16,20,16,20,1545,1854,IN,2/3/2021,16,20
KS,1/27/2021,13,17,2,4,643,706,KS,2/3/2021,13,15
KY,1/27/2021,2,7,1,15,1519,1643,KY,2/3/2021,1,6
LA,1/27/2021,45,48,9,18,1564,1451,LA,2/3/2021,44,49
MA,1/27/2021,12,12,20,23,1554,1735,MA,2/3/2021,10,10
MD,1/27/2021,2,2,18,24,1538,1880,MD,2/3/2021,3,2
ME,1/27/2021,2,3,1,1,182,209,ME,2/3/2021,4,3
MI,1/27/2021,24,26,17,20,1436,1568,MI,2/3/2021,12,13
MN,1/27/2021,19,20,13,14,434,532,MN,2/3/2021,20,20
MO,1/27/2021,24,31,34,85,1605,1883,MO,2/3/2021,27,32
MS,1/27/2021,12,18,15,23,910,1049,MS,2/3/2021,12,16
MT,1/27/2021,9,10,2,5,111,120,MT,2/3/2021,8,9
NC,1/27/2021,7,7,37,64,3138,3267,NC,2/3/2021,3,3
ND,1/27/2021,17,16,1,3,94,125,ND,2/3/2021,15,15
NE,1/27/2021,10,20,5,5,338,359,NE,2/3/2021,8,17
NH,1/27/2021,6,7,1,1,218,262,NH,2/3/2021,5,6
NJ,1/27/2021,9,10,8,32,2990,3235,NJ,2/3/2021,11,11
NM,1/27/2021,17,17,6,15,579,660,NM,2/3/2021,17,17
NV,1/27/2021,0,0,8,7,1313,1335,NV,2/3/2021,0,0
NY,1/27/2021,11,10,71,136,8733,9342,NY,2/3/2021,8,10
OH,1/27/2021,19,26,37,72,3061,3350,OH,2/3/2021,18,25
OK,1/27/2021,39,47,76,80,1450,1470,OK,2/3/2021,39,47
OR,1/27/2021,2,1,2,5,335,400,OR,2/3/2021,1,2
PA,1/27/2021,24,28,47,76,3897,4474,PA,2/3/2021,26,31
PR,1/27/2021,8,6,5,27,221,282,PR,2/3/2021,8,8
RI,1/27/2021,6,6,2,2,361,393,RI,2/3/2021,4,5
SC,1/27/2021,25,22,10,14,1925,2016,SC,2/3/2021,26,23
SD,1/27/2021,3,3,2,7,130,157,SD,2/3/2021,2,2
TN,1/27/2021,29,46,23,31,1884,1970,TN,2/3/2021,23,42
TX,1/27/2021,143,183,150,183,12359,12832,TX,2/3/2021,132,166
UT,1/27/2021,1,2,0,12,435,542,UT,2/3/2021,0,0
VA,1/27/2021,20,22,14,20,2357,2621,VA,2/3/2021,18,22
VI,1/27/2021,1,2,0,0,3,3,VI,2/3/2021,2,2
VT,1/27/2021,2,1,0,0,51,29,VT,2/3/2021,2,2
WA,1/27/2021,9,10,5,21,704,777,WA,2/3/2021,7,8
WI,1/27/2021,14,19,1,5,809,861,WI,2/3/2021,13,15
WV,1/27/2021,23,25,4,8,612,653,WV,2/3/2021,18,21
WY,1/27/2021,4,6,3,3,70,78,WY,2/3/2021,3,5
AK,1/26/2021,1,1,0,0,44,44,AK,2/2/2021,1,1
AL,1/26/2021,37,41,16,31,2234,2328,AL,2/2/2021,31,35
AR,1/26/2021,21,22,2,8,953,1049,AR,2/2/2021,16,18
AZ,1/26/2021,30,33,29,59,3742,4207,AZ,2/2/2021,28,31
CA,1/26/2021,160,177,144,166,16844,17494,CA,2/2/2021,145,164
CO,1/26/2021,6,4,11,21,661,730,CO,2/2/2021,7,7
CT,1/26/2021,4,4,10,11,1050,1177,CT,2/2/2021,4,4
DC,1/26/2021,0,0,10,28,296,352,DC,2/2/2021,0,0
DE,1/26/2021,1,1,6,6,350,362,DE,2/2/2021,1,1
FL,1/26/2021,9,27,57,75,6798,7280,FL,2/2/2021,12,30
GA,1/26/2021,42,49,26,68,4939,5182,GA,2/2/2021,42,49
HI,1/26/2021,3,3,0,1,84,98,HI,2/2/2021,2,3
IA,1/26/2021,3,3,6,7,402,417,IA,2/2/2021,2,2
ID,1/26/2021,3,3,4,4,227,232,ID,2/2/2021,3,3
IL,1/26/2021,11,11,19,47,2440,3005,IL,2/2/2021,11,13
IN,1/26/2021,17,21,14,19,1555,1862,IN,2/2/2021,14,18
KS,1/26/2021,10,16,3,5,660,732,KS,2/2/2021,10,13
KY,1/26/2021,0,6,3,20,1520,1606,KY,2/2/2021,1,5
LA,1/26/2021,44,46,10,14,1699,1475,LA,2/2/2021,45,49
MA,1/26/2021,10,10,13,16,1580,1744,MA,2/2/2021,8,7
MD,1/26/2021,5,4,17,23,1516,1889,MD,2/2/2021,3,2
ME,1/26/2021,2,3,1,1,191,220,ME,2/2/2021,2,2
MI,1/26/2021,23,25,20,22,1484,1613,MI,2/2/2021,11,13
MN,1/26/2021,19,20,16,19,469,572,MN,2/2/2021,19,20
MO,1/26/2021,21,27,36,62,1614,1882,MO,2/2/2021,23,29
MS,1/26/2021,13,17,14,22,907,1056,MS,2/2/2021,11,16
MT,1/26/2021,8,10,1,1,115,123,MT,2/2/2021,9,10
NC,1/26/2021,7,7,33,46,3186,3334,NC,2/2/2021,4,4
ND,1/26/2021,16,15,0,3,95,138,ND,2/2/2021,14,14
NE,1/26/2021,11,20,7,7,370,367,NE,2/2/2021,8,18
NH,1/26/2021,5,7,2,3,209,230,NH,2/2/2021,3,5
NJ,1/26/2021,7,8,10,27,3029,3262,NJ,2/2/2021,9,9
NM,1/26/2021,16,17,8,23,599,676,NM,2/2/2021,19,19
NV,1/26/2021,0,0,6,7,1382,1416,NV,2/2/2021,0,0
NY,1/26/2021,10,9,78,147,8877,9494,NY,2/2/2021,7,9
OH,1/26/2021,16,34,37,69,3067,3354,OH,2/2/2021,17,33
OK,1/26/2021,40,47,73,82,1488,1516,OK,2/2/2021,34,43
OR,1/26/2021,1,2,4,7,333,405,OR,2/2/2021,0,1
PA,1/26/2021,25,27,41,69,3862,4337,PA,2/2/2021,25,28
PR,1/26/2021,0,0,4,23,232,294,PR,2/2/2021,0,0
RI,1/26/2021,6,6,4,4,356,391,RI,2/2/2021,5,6
SC,1/26/2021,24,22,10,11,1989,2058,SC,2/2/2021,25,22
SD,1/26/2021,2,2,0,4,130,157,SD,2/2/2021,2,2
TN,1/26/2021,30,49,22,24,2006,2120,TN,2/2/2021,24,44
TX,1/26/2021,147,187,136,166,12771,13273,TX,2/2/2021,135,169
UT,1/26/2021,1,1,0,14,419,504,UT,2/2/2021,0,1
VA,1/26/2021,21,24,12,25,2397,2663,VA,2/2/2021,18,22
VI,1/26/2021,1,2,0,0,3,3,VI,2/2/2021,1,2
VT,1/26/2021,2,1,0,0,48,53,VT,2/2/2021,2,2
WA,1/26/2021,6,6,4,8,736,807,WA,2/2/2021,7,8
WI,1/26/2021,13,16,2,6,817,870,WI,2/2/2021,14,18
WV,1/26/2021,23,26,1,4,586,605,WV,2/2/2021,18,21
WY,1/26/2021,4,6,3,3,71,79,WY,2/2/2021,3,5
AK,1/25/2021,1,1,0,0,48,49,AK,2/1/2021,1,1
AL,1/25/2021,37,41,23,31,2283,2375,AL,2/1/2021,32,35
AR,1/25/2021,19,21,2,9,982,1055,AR,2/1/2021,18,20
AZ,1/25/2021,29,31,28,47,3755,4209,AZ,2/1/2021,30,34
CA,1/25/2021,161,178,156,183,17266,17817,CA,2/1/2021,149,166
CO,1/25/2021,6,4,8,30,657,716,CO,2/1/2021,5,4
CT,1/25/2021,4,4,6,8,1085,1205,CT,2/1/2021,4,4
DC,1/25/2021,0,0,11,31,277,314,DC,2/1/2021,0,0
DE,1/25/2021,1,1,4,4,372,377,DE,2/1/2021,1,1
FL,1/25/2021,8,26,65,79,7010,7410,FL,2/1/2021,10,28
GA,1/25/2021,40,47,29,62,5015,5307,GA,2/1/2021,40,47
HI,1/25/2021,3,3,0,1,90,101,HI,2/1/2021,2,3
IA,1/25/2021,4,3,3,7,413,427,IA,2/1/2021,2,2
ID,1/25/2021,3,3,4,4,231,237,ID,2/1/2021,3,3
IL,1/25/2021,15,15,15,50,2534,3022,IL,2/1/2021,12,12
IN,1/25/2021,17,20,21,28,1618,1908,IN,2/1/2021,14,18
KS,1/25/2021,9,13,5,6,677,734,KS,2/1/2021,8,12
KY,1/25/2021,1,7,3,9,1506,1583,KY,2/1/2021,1,5
LA,1/25/2021,44,46,11,16,1599,1459,LA,2/1/2021,45,48
MA,1/25/2021,10,10,12,20,1592,1737,MA,2/1/2021,7,6
MD,1/25/2021,3,3,13,19,1545,1892,MD,2/1/2021,5,3
ME,1/25/2021,2,1,1,1,191,226,ME,2/1/2021,4,2
MI,1/25/2021,23,25,21,23,1512,1641,MI,2/1/2021,21,24
MN,1/25/2021,20,20,13,17,494,577,MN,2/1/2021,20,21
MO,1/25/2021,21,29,31,54,1608,1854,MO,2/1/2021,24,28
MS,1/25/2021,13,16,14,22,896,1033,MS,2/1/2021,12,16
MT,1/25/2021,10,10,2,3,124,126,MT,2/1/2021,9,9
NC,1/25/2021,6,6,32,42,3244,3380,NC,2/1/2021,4,4
ND,1/25/2021,17,15,1,4,93,127,ND,2/1/2021,13,13
NE,1/25/2021,11,20,6,7,382,402,NE,2/1/2021,8,18
NH,1/25/2021,6,8,1,1,202,223,NH,2/1/2021,5,7
NJ,1/25/2021,7,8,18,40,3119,3316,NJ,2/1/2021,10,9
NM,1/25/2021,19,18,7,21,573,644,NM,2/1/2021,17,17
NV,1/25/2021,0,0,6,6,1393,1480,NV,2/1/2021,0,0
NY,1/25/2021,10,9,74,136,8984,9634,NY,2/1/2021,6,9
OH,1/25/2021,20,36,35,67,3130,3380,OH,2/1/2021,14,33
OK,1/25/2021,39,48,72,73,1523,1530,OK,2/1/2021,37,45
OR,1/25/2021,1,1,5,13,360,432,OR,2/1/2021,0,0
PA,1/25/2021,29,32,33,59,3922,4380,PA,2/1/2021,23,28
PR,1/25/2021,0,0,4,19,230,298,PR,2/1/2021,0,0
RI,1/25/2021,6,6,5,5,366,400,RI,2/1/2021,5,5
SC,1/25/2021,25,22,7,8,2033,2080,SC,2/1/2021,25,22
SD,1/25/2021,3,3,1,2,127,148,SD,2/1/2021,3,3
TN,1/25/2021,27,47,18,19,2002,2057,TN,2/1/2021,24,42
TX,1/25/2021,147,188,150,186,12810,13294,TX,2/1/2021,142,175
UT,1/25/2021,0,0,0,11,431,511,UT,2/1/2021,0,1
VA,1/25/2021,20,23,10,16,2422,2687,VA,2/1/2021,18,22
VI,1/25/2021,1,2,0,0,3,3,VI,2/1/2021,1,2
VT,1/25/2021,1,1,0,0,51,56,VT,2/1/2021,3,2
WA,1/25/2021,11,10,4,9,765,829,WA,2/1/2021,5,6
WI,1/25/2021,15,18,16,22,855,899,WI,2/1/2021,16,19
WV,1/25/2021,21,26,3,6,611,631,WV,2/1/2021,19,22
WY,1/25/2021,4,6,3,3,67,67,WY,2/1/2021,3,5
AK,1/24/2021,1,1,6,6,45,46,AK,1/31/2021,1,1
AL,1/24/2021,36,42,20,25,2401,2626,AL,1/31/2021,33,35
AR,1/24/2021,21,26,7,13,1009,1138,AR,1/31/2021,17,21
AZ,1/24/2021,35,38,30,45,3884,4337,AZ,1/31/2021,30,31
CA,1/24/2021,162,179,171,212,17487,18201,CA,1/31/2021,152,165
CO,1/24/2021,8,6,13,15,677,764,CO,1/31/2021,6,5
CT,1/24/2021,4,4,10,13,1088,1201,CT,1/31/2021,4,4
DC,1/24/2021,0,0,12,34,289,322,DC,1/31/2021,0,0
DE,1/24/2021,1,2,4,5,388,400,DE,1/31/2021,1,1
FL,1/24/2021,9,26,50,60,6991,7401,FL,1/31/2021,11,29
GA,1/24/2021,42,48,33,66,5104,5414,GA,1/31/2021,42,48
HI,1/24/2021,2,2,0,1,99,113,HI,1/31/2021,2,2
IA,1/24/2021,4,4,4,6,379,389,IA,1/31/2021,2,3
ID,1/24/2021,4,5,4,5,219,227,ID,1/31/2021,5,5
IL,1/24/2021,18,19,16,42,2537,3044,IL,1/31/2021,13,13
IN,1/24/2021,18,24,24,29,1666,1991,IN,1/31/2021,13,16
KS,1/24/2021,10,15,4,5,691,771,KS,1/31/2021,11,14
KY,1/24/2021,0,5,6,15,1518,1627,KY,1/31/2021,1,6
LA,1/24/2021,44,46,11,13,1584,1467,LA,1/31/2021,45,48
MA,1/24/2021,14,15,14,14,1665,1808,MA,1/31/2021,9,9
MD,1/24/2021,3,4,14,23,1582,1941,MD,1/31/2021,2,2
ME,1/24/2021,1,2,1,2,194,223,ME,1/31/2021,1,2
MI,1/24/2021,22,25,20,22,1511,1677,MI,1/31/2021,21,26
MN,1/24/2021,18,21,15,16,506,586,MN,1/31/2021,19,21
MO,1/24/2021,19,27,28,52,1588,1862,MO,1/31/2021,24,30
MS,1/24/2021,12,16,10,19,931,1079,MS,1/31/2021,10,16
MT,1/24/2021,7,9,4,4,124,132,MT,1/31/2021,10,10
NC,1/24/2021,4,6,32,45,3071,3229,NC,1/31/2021,4,5
ND,1/24/2021,17,15,1,4,87,122,ND,1/31/2021,15,15
NE,1/24/2021,10,19,6,8,382,397,NE,1/31/2021,8,18
NH,1/24/2021,6,7,0,1,234,268,NH,1/31/2021,5,7
NJ,1/24/2021,10,11,11,34,3113,3363,NJ,1/31/2021,11,10
NM,1/24/2021,17,16,3,7,570,595,NM,1/31/2021,17,17
NV,1/24/2021,0,0,5,4,1397,1447,NV,1/31/2021,0,0
NY,1/24/2021,7,8,58,276,8900,9495,NY,1/31/2021,6,10
OH,1/24/2021,19,36,36,69,3137,3556,OH,1/31/2021,15,35
OK,1/24/2021,35,42,72,74,1554,1559,OK,1/31/2021,38,45
OR,1/24/2021,2,2,4,10,320,393,OR,1/31/2021,1,0
PA,1/24/2021,26,31,31,51,4055,4556,PA,1/31/2021,23,29
PR,1/24/2021,0,0,3,18,229,295,PR,1/31/2021,0,0
RI,1/24/2021,6,6,4,4,359,394,RI,1/31/2021,5,5
SC,1/24/2021,25,23,6,11,2077,2187,SC,1/31/2021,27,24
SD,1/24/2021,2,2,1,3,134,150,SD,1/31/2021,2,3
TN,1/24/2021,29,48,23,26,2051,2122,TN,1/31/2021,26,45
TX,1/24/2021,156,196,134,162,12815,13340,TX,1/31/2021,138,174
UT,1/24/2021,1,1,0,16,452,526,UT,1/31/2021,1,2
VA,1/24/2021,22,26,11,14,2424,2745,VA,1/31/2021,21,22
VI,1/24/2021,1,2,0,0,1,2,VI,1/31/2021,1,2
VT,1/24/2021,1,1,0,0,48,51,VT,1/31/2021,2,2
WA,1/24/2021,13,12,8,27,789,861,WA,1/31/2021,8,10
WI,1/24/2021,23,26,0,3,833,866,WI,1/31/2021,10,15
WV,1/24/2021,22,26,3,6,649,687,WV,1/31/2021,20,23
WY,1/24/2021,4,6,3,3,61,66,WY,1/31/2021,3,5
AK,1/23/2021,1,1,6,12,43,46,AK,1/30/2021,1,1
AL,1/23/2021,37,42,20,24,2384,2593,AL,1/30/2021,34,35
AR,1/23/2021,17,20,6,15,1036,1158,AR,1/30/2021,16,20
AZ,1/23/2021,35,39,30,50,3956,4419,AZ,1/30/2021,30,31
CA,1/23/2021,165,178,171,212,17863,18463,CA,1/30/2021,152,164
CO,1/23/2021,7,7,20,31,725,789,CO,1/30/2021,6,5
CT,1/23/2021,4,4,10,12,1099,1219,CT,1/30/2021,4,4
DC,1/23/2021,0,0,15,40,284,337,DC,1/30/2021,0,0
DE,1/23/2021,1,2,3,5,381,395,DE,1/30/2021,1,1
FL,1/23/2021,10,27,51,65,6960,7378,FL,1/30/2021,11,30
GA,1/23/2021,43,49,26,69,5151,5453,GA,1/30/2021,42,48
HI,1/23/2021,3,3,0,0,107,132,HI,1/30/2021,2,2
IA,1/23/2021,3,5,3,6,380,386,IA,1/30/2021,2,3
ID,1/23/2021,4,5,4,4,194,201,ID,1/30/2021,5,5
IL,1/23/2021,15,15,18,47,2568,3062,IL,1/30/2021,12,13
IN,1/23/2021,19,25,21,31,1714,2038,IN,1/30/2021,14,19
KS,1/23/2021,10,15,6,8,688,754,KS,1/30/2021,12,15
KY,1/23/2021,0,4,2,12,1519,1628,KY,1/30/2021,1,5
LA,1/23/2021,43,46,8,10,1583,1463,LA,1/30/2021,44,48
MA,1/23/2021,13,16,17,19,1661,1827,MA,1/30/2021,10,11
MD,1/23/2021,3,3,12,15,1584,1981,MD,1/30/2021,3,3
ME,1/23/2021,1,2,1,1,185,218,ME,1/30/2021,2,4
MI,1/23/2021,22,25,20,21,1554,1704,MI,1/30/2021,23,26
MN,1/23/2021,18,20,14,20,504,598,MN,1/30/2021,19,21
MO,1/23/2021,21,28,29,61,1624,1908,MO,1/30/2021,24,33
MS,1/23/2021,10,15,6,10,949,1110,MS,1/30/2021,11,16
MT,1/23/2021,7,9,1,1,134,139,MT,1/30/2021,9,10
NC,1/23/2021,5,6,27,46,3119,3268,NC,1/30/2021,4,6
ND,1/23/2021,18,16,2,6,90,120,ND,1/30/2021,15,15
NE,1/23/2021,10,20,5,9,384,408,NE,1/30/2021,8,19
NH,1/23/2021,6,7,0,0,241,292,NH,1/30/2021,6,8
NJ,1/23/2021,10,11,15,37,3056,3333,NJ,1/30/2021,10,10
NM,1/23/2021,16,17,3,7,550,567,NM,1/30/2021,16,16
NV,1/23/2021,0,0,5,6,1386,1471,NV,1/30/2021,0,0
NY,1/23/2021,8,9,53,131,8800,9446,NY,1/30/2021,7,10
OH,1/23/2021,18,38,44,67,3235,3624,OH,1/30/2021,17,34
OK,1/23/2021,33,44,72,74,1565,1552,OK,1/30/2021,37,45
OR,1/23/2021,2,2,3,10,344,422,OR,1/30/2021,1,1
PA,1/23/2021,28,33,32,54,4081,4611,PA,1/30/2021,23,28
PR,1/23/2021,0,0,1,20,248,308,PR,1/30/2021,0,0
RI,1/23/2021,6,6,5,5,350,386,RI,1/30/2021,6,6
SC,1/23/2021,25,23,4,12,2086,2163,SC,1/30/2021,27,24
SD,1/23/2021,2,2,0,4,133,148,SD,1/30/2021,1,2
TN,1/23/2021,29,49,26,31,2037,2128,TN,1/30/2021,27,46
TX,1/23/2021,156,199,129,158,12811,13337,TX,1/30/2021,140,177
UT,1/23/2021,0,0,0,17,443,512,UT,1/30/2021,1,2
VA,1/23/2021,23,27,12,17,2380,2702,VA,1/30/2021,21,22
VI,1/23/2021,1,2,0,0,1,1,VI,1/30/2021,1,2
VT,1/23/2021,1,1,0,0,47,49,VT,1/30/2021,2,2
WA,1/23/2021,11,11,7,23,773,849,WA,1/30/2021,9,12
WI,1/23/2021,22,26,1,3,852,893,WI,1/30/2021,10,16
WV,1/23/2021,22,26,1,5,665,694,WV,1/30/2021,19,23
WY,1/23/2021,3,5,3,4,67,72,WY,1/30/2021,3,5
AK,1/22/2021,1,1,6,6,44,48,AK,1/29/2021,1,1
AL,1/22/2021,38,42,20,26,2529,2703,AL,1/29/2021,34,36
AR,1/22/2021,20,22,7,26,1076,1196,AR,1/29/2021,18,21
AZ,1/22/2021,33,35,35,61,4067,4579,AZ,1/29/2021,28,31
CA,1/22/2021,164,184,210,246,18511,19122,CA,1/29/2021,155,172
CO,1/22/2021,7,7,17,22,740,824,CO,1/29/2021,7,6
CT,1/22/2021,4,4,8,10,1106,1231,CT,1/29/2021,4,4
DC,1/22/2021,0,0,15,38,290,340,DC,1/29/2021,0,0
DE,1/22/2021,1,2,4,5,419,440,DE,1/29/2021,1,1
FL,1/22/2021,10,27,53,68,7064,7546,FL,1/29/2021,10,28
GA,1/22/2021,44,50,43,77,5349,5664,GA,1/29/2021,43,49
HI,1/22/2021,3,3,0,2,103,137,HI,1/29/2021,3,3
