critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
6,5,738,637,26,14
4,4,1140,1006,5,5
0,0,331,302,29,13
1,1,368,338,7,5
11,29,7342,6882,69,54
41,48,5128,4861,74,39
3,3,101,88,0,0
3,3,397,388,3,3
5,5,219,220,6,5
11,11,2920,2408,44,21
16,20,1854,1545,20,16
13,17,706,643,4,2
2,7,1643,1519,15,1
45,48,1451,1564,18,9
12,12,1735,1554,23,20
2,2,1880,1538,24,18
2,3,209,182,1,1
24,26,1568,1436,20,17
19,20,532,434,14,13
24,31,1883,1605,85,34
12,18,1049,910,23,15
9,10,120,111,5,2
7,7,3267,3138,64,37
17,16,125,94,3,1
10,20,359,338,5,5
6,7,262,218,1,1
9,10,3235,2990,32,8
17,17,660,579,15,6
0,0,1335,1313,7,8
19,26,3350,3061,72,37
39,47,1470,1450,80,76
2,1,400,335,5,2
24,28,4474,3897,76,47
8,6,282,221,27,5
6,6,393,361,2,2
25,22,2016,1925,14,10
3,3,157,130,7,2
29,46,1970,1884,31,23
1,2,542,435,12,0
20,22,2621,2357,20,14
1,2,3,3,0,0
2,1,29,51,0,0
9,10,777,704,21,5
14,19,861,809,5,1
23,25,653,612,8,4
4,6,78,70,3,3
1,1,44,44,0,0
37,41,2328,2234,31,16
21,22,1049,953,8,2
30,33,4207,3742,59,29
6,4,730,661,21,11
4,4,1177,1050,11,10
0,0,352,296,28,10
1,1,362,350,6,6
9,27,7280,6798,75,57
42,49,5182,4939,68,26
3,3,98,84,1,0
3,3,417,402,7,6
3,3,232,227,4,4
11,11,3005,2440,47,19
17,21,1862,1555,19,14
10,16,732,660,5,3
0,6,1606,1520,20,3
44,46,1475,1699,14,10
10,10,1744,1580,16,13
5,4,1889,1516,23,17
2,3,220,191,1,1
23,25,1613,1484,22,20
19,20,572,469,19,16
21,27,1882,1614,62,36
13,17,1056,907,22,14
8,10,123,115,1,1
7,7,3334,3186,46,33
16,15,138,95,3,0
11,20,367,370,7,7
5,7,230,209,3,2
7,8,3262,3029,27,10
16,17,676,599,23,8
0,0,1416,1382,7,6
16,34,3354,3067,69,37
40,47,1516,1488,82,73
1,2,405,333,7,4
25,27,4337,3862,69,41
0,0,294,232,23,4
6,6,391,356,4,4
24,22,2058,1989,11,10
2,2,157,130,4,0
30,49,2120,2006,24,22
1,1,504,419,14,0
21,24,2663,2397,25,12
1,2,3,3,0,0
2,1,53,48,0,0
6,6,807,736,8,4
13,16,870,817,6,2
23,26,605,586,4,1
4,6,79,71,3,3
1,1,49,48,0,0
37,41,2375,2283,31,23
19,21,1055,982,9,2
29,31,4209,3755,47,28
6,4,716,657,30,8
4,4,1205,1085,8,6
0,0,314,277,31,11
1,1,377,372,4,4
8,26,7410,7010,79,65
40,47,5307,5015,62,29
3,3,101,90,1,0
4,3,427,413,7,3
3,3,237,231,4,4
15,15,3022,2534,50,15
17,20,1908,1618,28,21
9,13,734,677,6,5
1,7,1583,1506,9,3
44,46,1459,1599,16,11
10,10,1737,1592,20,12
3,3,1892,1545,19,13
2,1,226,191,1,1
23,25,1641,1512,23,21
20,20,577,494,17,13
21,29,1854,1608,54,31
13,16,1033,896,22,14
10,10,126,124,3,2
6,6,3380,3244,42,32
17,15,127,93,4,1
11,20,402,382,7,6
6,8,223,202,1,1
7,8,3316,3119,40,18
19,18,644,573,21,7
0,0,1480,1393,6,6
20,36,3380,3130,67,35
39,48,1530,1523,73,72
1,1,432,360,13,5
29,32,4380,3922,59,33
0,0,298,230,19,4
6,6,400,366,5,5
25,22,2080,2033,8,7
3,3,148,127,2,1
27,47,2057,2002,19,18
0,0,511,431,11,0
20,23,2687,2422,16,10
1,2,3,3,0,0
1,1,56,51,0,0
11,10,829,765,9,4
15,18,899,855,22,16
21,26,631,611,6,3
4,6,67,67,3,3
1,1,46,45,6,6
36,42,2626,2401,25,20
21,26,1138,1009,13,7
35,38,4337,3884,45,30
8,6,764,677,15,13
4,4,1201,1088,13,10
0,0,322,289,34,12
1,2,400,388,5,4
9,26,7401,6991,60,50
42,48,5414,5104,66,33
2,2,113,99,1,0
4,4,389,379,6,4
4,5,227,219,5,4
18,19,3044,2537,42,16
18,24,1991,1666,29,24
10,15,771,691,5,4
0,5,1627,1518,15,6
44,46,1467,1584,13,11
14,15,1808,1665,14,14
3,4,1941,1582,23,14
1,2,223,194,2,1
22,25,1677,1511,22,20
18,21,586,506,16,15
19,27,1862,1588,52,28
12,16,1079,931,19,10
7,9,132,124,4,4
4,6,3229,3071,45,32
17,15,122,87,4,1
10,19,397,382,8,6
6,7,268,234,1,0
10,11,3363,3113,34,11
17,16,595,570,7,3
0,0,1447,1397,4,5
19,36,3556,3137,69,36
35,42,1559,1554,74,72
2,2,393,320,10,4
26,31,4556,4055,51,31
0,0,295,229,18,3
6,6,394,359,4,4
25,23,2187,2077,11,6
2,2,150,134,3,1
29,48,2122,2051,26,23
1,1,526,452,16,0
22,26,2745,2424,14,11
1,2,2,1,0,0
1,1,51,48,0,0
13,12,861,789,27,8
23,26,866,833,3,0
22,26,687,649,6,3
4,6,66,61,3,3
1,1,46,43,12,6
37,42,2593,2384,24,20
17,20,1158,1036,15,6
35,39,4419,3956,50,30
7,7,789,725,31,20
4,4,1219,1099,12,10
0,0,337,284,40,15
1,2,395,381,5,3
10,27,7378,6960,65,51
43,49,5453,5151,69,26
3,3,132,107,0,0
3,5,386,380,6,3
4,5,201,194,4,4
15,15,3062,2568,47,18
19,25,2038,1714,31,21
10,15,754,688,8,6
0,4,1628,1519,12,2
43,46,1463,1583,10,8
13,16,1827,1661,19,17
3,3,1981,1584,15,12
1,2,218,185,1,1
22,25,1704,1554,21,20
18,20,598,504,20,14
21,28,1908,1624,61,29
10,15,1110,949,10,6
7,9,139,134,1,1
5,6,3268,3119,46,27
18,16,120,90,6,2
10,20,408,384,9,5
6,7,292,241,0,0
10,11,3333,3056,37,15
16,17,567,550,7,3
0,0,1471,1386,6,5
18,38,3624,3235,67,44
33,44,1552,1565,74,72
2,2,422,344,10,3
28,33,4611,4081,54,32
0,0,308,248,20,1
6,6,386,350,5,5
25,23,2163,2086,12,4
2,2,148,133,4,0
29,49,2128,2037,31,26
0,0,512,443,17,0
23,27,2702,2380,17,12
1,2,1,1,0,0
1,1,49,47,0,0
11,11,849,773,23,7
22,26,893,852,3,1
22,26,694,665,5,1
3,5,72,67,4,3
1,1,48,44,6,6
38,42,2703,2529,26,20
20,22,1196,1076,26,7
33,35,4579,4067,61,35
7,7,824,740,22,17
4,4,1231,1106,10,8
0,0,340,290,38,15
1,2,440,419,5,4
44,50,5664,5349,77,43
3,3,137,103,2,0
4,4,427,416,3,2
4,5,221,223,3,3
18,18,3215,2720,46,23
22,24,2111,1794,27,21
13,17,786,720,8,5
1,6,1693,1576,18,2
45,48,1503,1644,14,9
12,15,1926,1758,22,17
2,2,2025,1564,14,11
3,3,229,189,1,1
23,25,1812,1684,22,18
20,22,626,545,15,13
22,28,2047,1727,57,27
13,17,1150,965,15,7
8,9,148,137,5,1
6,7,3406,3248,37,23
17,16,127,91,6,2
10,19,424,410,11,6
7,9,270,230,1,1
11,11,3365,3088,35,10
18,20,703,654,11,4
0,0,1501,1431,5,5
20,43,3761,3382,114,67
38,46,1634,1645,76,74
3,3,417,353,12,3
27,33,4816,4234,64,31
0,0,328,262,21,2
6,6,393,359,6,6
26,23,2194,2095,15,6
3,3,173,156,1,0
30,50,2347,2256,31,29
2,2,528,457,13,0
25,28,2778,2478,20,12
1,2,1,1,0,0
1,1,45,44,0,0
9,13,834,765,26,9
26,29,921,889,12,2
22,26,711,686,5,2
3,4,83,76,4,3
1,1,48,45,8,8
35,41,2690,2511,33,23
17,20,1208,1077,18,6
34,39,4603,4165,52,34
6,8,800,724,23,16
4,4,1209,1090,9,7
0,0,311,285,42,15
1,2,445,430,7,5
43,49,5858,5487,77,43
3,3,119,103,1,0
4,5,470,447,3,2
4,5,243,239,5,4
17,17,3252,2735,44,23
20,25,2129,1825,25,18
11,18,798,736,6,4
1,6,1651,1552,18,2
44,47,1568,1714,16,10
12,16,1982,1801,23,13
3,4,2072,1664,15,12
2,2,223,191,3,2
23,26,1883,1745,20,19
19,20,635,545,18,11
23,32,2112,1819,60,31
11,15,1195,1012,10,6
9,8,152,144,1,1
6,7,3462,3303,37,19
19,17,138,94,4,1
10,20,428,421,12,8
6,8,291,239,3,3
10,9,3435,3175,37,13
18,19,700,647,15,4
0,0,1561,1490,7,4
23,44,3846,3512,79,46
41,49,1723,1711,76,71
4,4,420,352,12,3
30,33,4817,4323,69,30
0,0,329,262,19,3
6,6,399,362,8,8
26,23,2243,2122,16,12
2,2,176,159,0,0
31,49,2436,2348,48,43
1,1,536,468,16,1
23,31,2868,2549,27,13
1,2,1,1,0,0
1,1,48,47,0,0
10,13,854,770,24,7
24,29,950,900,12,3
23,26,723,681,5,3
4,5,96,86,4,4
1,1,48,45,8,8
38,43,2893,2695,24,20
16,17,1223,1103,13,5
34,40,4779,4286,46,28
5,8,828,754,36,13
4,4,1262,1099,10,7
0,0,351,292,37,15
1,2,471,454,5,4
40,45,5867,5571,68,30
3,3,117,102,2,0
3,5,534,464,6,2
4,5,250,244,2,2
19,20,3351,2799,47,17
20,23,2263,1883,36,20
13,22,808,731,5,3
2,7,1698,1601,20,4
46,49,1600,1749,16,8
12,15,2056,1851,28,13
2,2,2161,1720,19,11
3,2,238,200,2,2
23,25,1978,1828,30,22
19,20,650,564,13,8
22,32,2189,1912,75,33
16,18,1236,1063,18,8
9,8,150,141,4,1
4,6,3664,3469,37,22
19,17,141,101,7,2
10,20,450,432,14,10
6,8,291,237,4,4
10,10,3558,3277,35,15
18,19,713,658,9,5
0,0,1642,1536,5,7
29,49,3964,3652,83,37
42,50,1541,1539,74,69
3,2,437,367,8,4
29,29,5099,4528,58,34
8,9,310,268,24,6
6,6,416,377,7,7
27,23,2323,2198,19,12
2,2,189,173,0,0
31,50,2593,2496,46,39
1,1,589,518,13,0
23,31,2923,2573,29,11
1,2,1,1,0,0
1,1,45,44,0,0
8,8,856,790,29,12
24,28,986,931,6,2
23,26,725,682,6,3
4,5,91,84,0,0
1,1,47,46,1,1
35,40,2821,2751,36,11
15,15,1193,1113,14,7
27,35,4639,4213,43,24
6,6,858,768,20,13
4,4,1264,1134,13,8
0,0,337,307,33,10
1,1,470,456,4,3
41,47,5922,5655,72,31
3,3,127,102,1,1
4,4,497,468,7,5
3,3,271,267,2,2
15,15,3295,2813,52,22
18,22,2273,1945,17,8
11,16,830,753,4,3
0,4,1702,1605,16,2
45,47,1623,1807,17,10
10,10,2001,1828,26,19
4,3,2148,1722,21,12
3,2,218,197,2,2
22,25,2021,1853,26,24
22,22,665,574,14,8
26,32,2244,1954,84,36
14,16,1219,1051,16,11
13,11,161,153,3,1
5,6,3663,3456,32,19
16,16,143,104,5,2
10,20,463,436,19,14
4,7,276,243,2,0
7,8,3654,3386,28,10
19,20,692,618,6,4
0,0,1707,1588,5,8
26,50,4041,3735,97,35
44,53,1840,1833,75,71
2,1,422,345,7,5
28,32,5055,4619,61,30
0,0,334,296,25,6
6,6,420,382,2,2
26,22,2286,2200,11,9
3,3,187,171,4,1
31,50,2746,2655,38,35
0,0,577,524,16,0
24,32,2950,2611,29,15
1,2,1,1,0,0
1,1,43,41,0,0
7,9,932,855,13,9
24,31,1017,952,3,2
22,25,696,697,8,1
4,5,103,88,1,0
1,1,54,50,1,1
38,42,2927,2821,21,16
15,15,1193,1124,16,8
30,36,4721,4354,30,21
6,6,875,800,28,14
4,4,1264,1144,7,4
0,0,333,307,43,10
1,1,467,452,3,3
39,47,5961,5702,71,33
3,3,130,112,5,4
5,7,525,488,8,2
3,3,283,277,3,3
16,17,3334,2869,45,21
18,23,2276,1980,27,14
11,18,851,779,3,1
1,3,1659,1551,21,5
45,48,1681,1860,16,10
9,9,2040,1847,32,20
4,3,2144,1761,23,10
3,3,223,191,2,2
22,25,2109,1902,29,22
21,21,689,583,13,9
27,34,2292,1986,75,30
11,15,1262,1091,10,8
10,10,171,163,2,1
5,6,3732,3570,39,24
18,17,156,111,4,2
10,20,437,414,18,14
6,8,270,233,1,0
7,8,3614,3383,30,11
20,19,726,653,15,4
0,0,1705,1604,14,16
30,51,4152,3843,75,36
42,52,1865,1834,76,68
1,1,409,348,9,5
29,34,5102,4703,54,29
0,0,334,282,25,6
6,6,417,376,4,4
26,22,2279,2192,11,11
2,2,194,178,4,1
34,53,2709,2657,32,31
0,1,607,537,14,0
28,38,2962,2649,28,15
1,2,1,1,0,0
2,1,45,45,0,0
10,10,958,879,14,10
26,31,1006,975,8,3
21,25,688,680,4,0
4,5,107,88,1,0
1,1,51,46,6,6
40,43,3086,2892,31,21
20,23,1217,1118,16,11
32,35,4867,4432,35,25
7,7,906,818,26,18
4,4,1285,1149,4,3
0,0,331,309,28,8
2,3,467,446,6,6
42,48,6021,5729,45,27
3,3,134,112,4,3
6,5,512,486,7,4
4,5,282,277,4,4
19,18,3374,2895,50,19
15,24,2399,2038,22,13
10,18,883,800,4,2
1,3,1682,1557,15,3
46,51,1661,1859,18,13
12,14,2069,1898,29,17
5,5,2189,1778,16,7
3,3,225,199,2,2
22,25,2040,1870,26,21
18,19,697,594,9,6
28,35,2355,2039,73,35
12,16,1260,1095,10,8
10,12,178,170,3,2
19,18,152,110,5,2
12,20,442,428,15,15
5,8,251,224,3,1
11,10,3659,3354,48,20
17,18,721,638,13,4
0,0,1716,1615,7,17
32,51,4121,3803,67,37
42,48,1766,1783,80,67
2,2,453,381,9,5
30,33,5237,4798,62,37
0,0,344,289,30,7
6,6,415,374,4,4
27,23,2335,2232,17,14
2,2,200,181,3,1
30,48,2626,2560,31,30
1,1,604,542,14,0
28,36,3069,2651,39,18
1,2,1,1,0,0
1,1,45,48,0,0
11,12,954,892,11,8
37,42,988,950,5,0
20,24,747,707,4,1
4,5,95,87,0,0
1,1,59,53,7,7
40,44,3131,2948,33,22
20,22,1254,1143,19,12
33,36,4867,4386,35,25
6,6,921,828,25,18
4,4,1263,1114,7,4
0,0,345,317,30,11
2,3,478,459,7,7
42,48,5920,5705,75,24
3,3,128,100,1,1
5,5,517,478,3,3
4,5,268,265,5,4
19,21,3426,2935,44,15
17,26,2366,2047,22,10
11,20,874,797,3,2
1,3,1717,1583,8,5
46,51,1710,1904,14,13
11,13,2024,1853,24,16
2,2,2145,1742,16,8
3,3,235,200,3,2
23,25,2091,1919,24,20
19,19,705,612,9,5
26,36,2395,2063,85,40
10,15,1273,1106,13,9
11,13,180,173,2,2
5,6,3803,3621,50,32
18,18,165,125,6,3
11,19,434,428,17,17
6,8,260,229,1,1
9,10,3637,3344,39,10
17,18,715,635,13,5
0,0,1719,1616,7,11
29,51,4185,3862,68,28
40,46,1818,1785,71,69
2,1,466,394,9,5
27,30,5300,4812,63,34
0,0,367,297,21,10
6,6,434,395,3,3
26,22,2348,2231,12,10
2,2,209,185,4,3
32,53,2789,2715,30,29
1,1,578,529,14,0
29,37,3043,2695,35,19
1,2,1,1,0,0
1,1,47,50,0,0
10,11,948,865,14,9
36,42,1046,997,5,0
20,25,760,710,5,3
5,6,88,86,0,0
1,1,57,53,7,7
39,43,3178,2994,22,19
16,18,1297,1209,21,11
33,35,4990,4510,45,27
7,7,903,813,25,18
4,4,1254,1128,10,7
0,0,336,305,30,11
2,3,476,449,9,9
41,48,6133,5809,63,29
3,3,135,104,1,1
7,6,543,506,5,4
4,5,318,309,6,4
16,17,3412,2928,39,13
20,28,2411,2123,23,11
13,20,949,877,3,2
1,3,1702,1569,20,4
45,51,1799,1975,19,12
12,14,2080,1890,24,17
3,3,2079,1661,6,5
4,4,241,204,2,2
23,24,2199,1996,25,24
20,20,728,630,12,9
29,37,2465,2166,83,36
13,18,1310,1147,12,8
11,12,193,187,2,2
4,6,3870,3641,45,26
18,18,165,130,6,3
10,19,473,459,17,16
6,8,270,238,1,0
9,10,3765,3468,38,9
19,20,733,657,10,4
0,0,1753,1697,8,11
29,52,4219,3915,79,34
47,52,1907,1906,76,73
3,2,462,398,8,4
27,30,5512,4971,59,33
0,0,366,298,27,14
6,6,433,398,4,4
27,23,2358,2240,16,11
2,2,206,182,4,2
32,53,2896,2794,32,30
2,2,617,559,14,0
27,36,3022,2660,32,18
1,2,1,1,0,0
1,1,46,49,0,0
8,10,960,890,14,9
37,45,1089,1043,9,3
21,25,813,786,5,2
5,6,94,88,0,0
41,48,6135,5856,66,25
2,2,131,110,0,0
10,11,583,517,7,3
4,5,342,334,4,3
19,20,3510,2988,37,18
18,24,2407,2135,25,10
12,21,975,898,2,1
1,3,1741,1615,17,3
46,52,1768,1981,13,13
12,14,2049,1881,25,13
4,2,2073,1684,16,9
5,4,244,200,1,1
23,24,2216,2042,23,17
21,22,730,619,19,11
30,36,2442,2182,81,33
11,15,1365,1180,17,9
13,13,196,187,3,2
5,6,3871,3679,38,26
18,17,163,128,3,1
12,21,488,465,15,15
6,8,277,249,1,0
10,10,3768,3476,41,9
19,20,741,688,14,4
0,0,1716,1688,6,10
31,52,4207,3920,75,40
44,49,1943,1934,74,72
2,2,464,399,4,1
30,31,5677,5100,50,33
0,0,377,308,39,13
6,6,437,400,2,2
28,24,2396,2266,13,8
2,2,224,194,2,0
31,50,2954,2884,32,28
1,1,619,560,15,0
28,36,3038,2650,34,18
1,2,0,0,0,0
1,1,46,50,0,0
10,10,1010,892,15,9
37,44,1141,1087,11,4
22,24,811,780,4,2
5,6,97,92,1,1
1,1,66,61,7,7
39,41,3191,2980,25,18
17,18,1266,1183,23,9
32,34,5046,4570,44,27
7,7,922,831,31,21
4,4,1243,1122,11,6
0,0,342,319,27,12
2,3,499,464,9,9
1,1,71,62,7,7
40,44,3309,3096,31,23
17,18,1303,1214,28,8
33,35,5066,4598,36,20
7,7,947,859,30,21
4,4,1267,1146,7,6
0,0,343,318,28,11
2,3,501,416,9,8
41,49,6242,5916,67,24
2,2,130,116,0,0
5,7,577,529,9,4
4,5,338,334,7,5
17,17,3569,3059,42,16
17,29,2447,2238,24,11
15,22,973,889,3,1
1,4,1757,1604,17,4
46,51,1756,1944,17,13
12,14,2077,1899,17,11
3,3,2069,1691,20,10
2,2,246,208,0,0
24,25,2222,2051,22,19
19,22,757,652,24,13
29,37,2524,2244,73,40
12,18,1387,1205,17,9
10,11,200,194,3,2
6,7,3967,3698,48,27
18,17,159,127,3,1
12,21,470,449,16,16
6,8,291,260,3,2
10,10,3851,3541,42,9
19,19,768,703,15,4
0,0,1808,1752,7,10
32,52,4374,4051,79,38
48,51,1915,1917,71,67
2,2,507,414,5,0
29,30,5900,5273,79,54
9,10,367,315,31,10
6,6,432,394,2,2
27,23,2396,2279,16,10
2,2,242,209,5,2
33,53,3088,2980,40,31
1,1,584,528,19,1
26,35,3059,2665,32,16
1,2,0,0,0,0
1,1,51,52,0,0
13,11,1053,960,14,10
38,43,1181,1117,7,6
21,25,838,800,7,1
5,6,94,85,1,1
1,1,67,60,0,0
41,42,3159,3092,29,21
17,20,1247,1190,20,7
31,32,4969,4509,37,23
5,5,921,824,36,18
4,4,1289,1158,9,6
0,0,355,320,27,11
1,1,498,470,6,5
41,48,6089,5823,68,23
2,2,130,117,3,0
3,5,557,509,15,6
3,3,325,328,4,4
18,20,3681,3174,48,20
18,24,2441,2211,22,11
11,18,979,885,3,1
1,4,1747,1630,17,3
46,51,1722,1994,19,12
9,10,1991,1807,16,14
2,2,2090,1714,15,9
4,4,234,197,1,1
23,25,2397,2194,27,23
21,22,776,671,22,14
27,36,2552,2288,59,31
10,15,1402,1207,17,11
11,13,212,202,1,1
6,7,3907,3689,42,26
17,16,165,127,1,1
12,21,474,440,18,15
5,8,301,267,2,2
10,12,3839,3555,31,15
20,19,686,639,11,2
0,0,1773,1774,3,11
30,51,4395,4099,77,38
45,50,1958,1949,74,68
2,2,518,417,3,0
36,38,5697,5248,58,36
0,0,379,302,21,7
6,6,450,415,6,6
28,24,2359,2294,14,10
2,2,247,216,4,1
31,49,3140,3054,34,33
1,1,577,529,21,0
28,37,3086,2691,25,13
1,2,0,0,0,0
1,1,56,55,0,0
11,9,1031,945,10,7
36,44,1134,1081,9,5
22,25,814,803,5,2
5,5,115,107,1,1
1,1,66,63,0,0
41,41,3176,3098,30,24
18,21,1277,1218,20,6
35,34,5058,4596,31,20
5,4,927,835,21,16
4,4,1319,1172,10,7
0,0,342,320,31,10
1,2,501,482,7,5
40,45,6035,5709,78,23
2,2,144,126,3,0
4,5,576,545,10,6
3,4,334,331,4,4
21,21,3537,3116,40,21
20,26,2472,2254,24,11
11,13,1015,930,2,1
1,4,1768,1670,14,2
46,51,1782,2004,19,14
10,10,1986,1829,29,16
4,4,2109,1747,15,11
3,4,232,203,1,1
22,23,2364,2171,23,21
21,22,783,700,15,12
26,34,2568,2293,50,29
11,17,1431,1229,16,10
11,13,197,191,3,1
6,7,3846,3647,35,25
16,15,158,131,1,1
13,22,497,478,18,14
5,7,315,279,4,2
10,13,3813,3573,26,10
19,17,680,654,9,1
0,0,1785,1757,7,14
27,48,4418,4157,78,39
43,50,2113,1997,74,71
1,2,489,412,9,3
33,36,5854,5399,57,35
0,0,382,302,20,6
6,6,451,415,5,5
27,25,2342,2262,18,15
2,2,237,210,1,0
32,51,3157,3060,31,30
1,3,573,535,19,0
26,33,3028,2649,25,7
1,2,0,0,0,0
1,1,51,49,1,0
8,12,1032,948,11,6
37,44,1149,1108,6,3
23,24,820,792,5,2
4,5,105,98,0,0
1,1,68,62,3,2
40,42,3295,3098,31,22
20,23,1361,1257,21,5
31,36,5212,4630,34,21
7,9,912,834,34,18
4,4,1272,1152,12,8
0,0,331,309,31,9
1,2,508,484,12,11
42,47,6078,5726,84,24
2,2,137,118,2,1
4,5,597,557,6,4
5,6,332,329,8,7
22,21,3592,3126,43,21
20,28,2558,2281,20,9
12,16,977,895,5,4
0,3,1807,1667,23,5
45,51,1752,1947,14,11
14,14,2077,1878,26,18
4,3,2123,1773,12,8
1,4,239,196,1,1
22,25,2376,2157,26,19
19,22,779,696,17,14
27,34,2520,2253,59,33
12,18,1406,1214,20,14
9,11,209,193,2,1
8,8,3848,3573,38,28
18,17,149,127,3,2
11,19,498,478,15,14
6,9,303,262,2,1
11,13,3868,3563,48,34
21,18,680,654,12,2
0,0,1803,1747,10,12
29,51,4587,4194,84,48
44,51,1978,1981,66,63
1,3,489,408,5,2
32,34,5872,5375,68,37
0,0,387,300,25,10
6,6,446,410,3,3
26,24,2373,2233,23,21
2,2,238,205,3,0
32,51,3153,3061,32,30
1,3,568,526,19,0
27,34,3005,2587,32,17
1,2,0,0,0,0
1,1,42,40,1,0
14,16,1016,924,15,12
42,45,1114,1087,10,2
22,24,861,817,5,2
4,5,96,93,0,0
1,1,71,68,5,3
40,42,3302,3118,39,29
21,24,1354,1257,19,4
30,35,5159,4601,37,26
6,7,925,823,29,16
4,4,1275,1141,10,7
0,0,340,308,28,9
1,2,503,480,12,11
40,45,6008,5707,74,20
2,2,145,126,1,0
5,6,571,540,8,3
5,6,344,337,10,9
22,22,3555,3099,41,21
23,30,2588,2294,14,8
12,16,986,902,3,2
0,2,1807,1680,24,8
46,51,1729,1949,13,12
12,14,2051,1874,24,19
4,2,2092,1715,13,6
3,4,241,203,1,1
22,24,2362,2174,24,19
20,23,766,675,18,14
26,36,2570,2264,69,37
14,19,1415,1227,20,16
10,12,207,203,1,1
6,7,3773,3529,42,27
18,17,148,128,1,1
11,20,498,475,16,14
6,9,291,256,0,0
11,13,3809,3508,50,31
20,19,786,719,15,4
0,0,1829,1763,8,12
27,49,4493,4121,67,32
46,51,1985,1986,69,68
1,3,533,431,6,2
36,36,6006,5482,75,40
0,0,393,303,35,9
5,5,436,402,3,3
26,23,2386,2253,27,25
2,2,238,205,2,1
31,49,3153,3081,37,33
1,3,557,503,17,0
26,35,2947,2604,30,20
1,2,1,0,0,0
1,1,38,35,2,0
10,12,1025,936,18,17
38,45,1140,1098,8,3
23,25,862,822,7,2
4,4,110,97,0,0
1,1,76,73,4,3
38,41,3308,3131,38,28
16,19,1344,1251,15,1
33,33,5097,4581,41,25
6,7,907,814,34,23
4,4,1288,1148,8,6
0,0,344,316,27,11
1,2,493,478,10,10
40,46,5972,5668,81,23
2,2,145,124,1,0
3,4,567,543,6,4
5,6,345,343,9,9
22,22,3701,3240,55,25
23,32,2603,2353,16,7
15,20,1059,973,3,2
1,4,1847,1714,22,5
46,52,1818,2012,22,15
13,14,2128,1959,23,18
4,3,2126,1713,10,8
2,2,262,213,3,2
23,24,2448,2247,32,20
20,22,822,731,22,18
23,34,2598,2296,78,29
14,17,1443,1250,15,13
11,12,216,215,2,1
5,6,3838,3576,43,32
19,17,161,134,3,2
13,21,506,489,14,13
6,9,302,263,0,0
9,11,3870,3556,53,36
22,21,683,623,8,0
0,0,1811,1741,4,13
26,49,4467,4181,73,42
41,49,2034,2042,73,71
2,3,511,435,10,5
36,37,6100,5483,81,40
0,0,400,300,26,7
5,5,427,393,3,3
27,24,2346,2214,20,17
2,3,231,200,4,1
33,52,3327,3245,34,30
1,3,586,513,20,1
26,34,2985,2642,33,24
1,2,0,0,0,0
1,1,36,33,1,0
9,11,1048,969,16,15
37,45,1214,1150,7,2
24,25,869,826,5,4
4,4,116,107,0,0
1,1,79,76,4,3
38,41,3298,3107,28,21
16,17,1323,1231,20,4
29,35,5052,4517,41,25
6,5,978,883,39,18
4,4,1286,1136,8,3
0,0,322,304,28,15
2,3,489,461,11,9
42,48,5853,5591,71,23
2,3,136,120,1,0
6,7,583,577,7,4
5,6,352,346,9,9
22,23,3852,3350,51,27
23,28,2773,2441,18,8
12,16,1062,975,3,1
1,4,1844,1704,25,5
46,49,1857,2048,20,14
13,14,2251,1984,26,15
4,2,2138,1720,13,8
5,5,247,210,3,2
23,23,2557,2357,23,18
19,22,870,769,18,15
23,34,2683,2381,57,29
14,18,4478,1270,18,10
11,12,218,216,1,1
5,6,3961,3688,43,28
18,17,180,149,3,2
13,21,517,495,15,13
6,8,319,286,2,2
9,10,3898,3608,44,29
17,19,669,635,7,1
19,19,1914,1816,11,11
26,49,4632,4305,71,33
45,51,2064,2064,73,70
2,3,551,465,10,5
29,32,6346,5681,60,36
0,0,398,310,26,4
4,4,422,392,3,3
25,26,2359,2231,18,14
2,2,244,212,3,1
32,50,3417,3283,36,30
0,2,586,502,23,0
27,34,2955,2598,29,20
1,2,0,0,0,0
1,1,38,35,1,1
11,13,1114,976,19,16
39,46,1209,1165,7,4
24,25,895,855,3,2
5,5,127,115,0,0
1,1,85,81,4,3
39,41,3292,3067,33,26
15,16,1344,1238,20,2
35,37,5049,4511,49,29
7,5,1024,921,28,17
4,5,1302,1131,6,2
0,0,335,309,30,18
2,3,497,466,12,11
42,48,5860,5595,68,25
2,3,138,121,2,0
3,6,631,609,5,4
5,6,366,366,9,8
24,25,3966,3451,76,29
23,29,2824,2570,21,10
12,17,1039,949,3,1
1,4,1856,1708,20,5
46,49,1811,2041,20,9
11,13,2209,2020,23,12
2,2,2109,1677,13,9
1,1,255,210,4,3
22,24,2632,2402,23,17
20,21,905,802,15,13
26,35,2771,2448,60,27
17,19,1476,1280,11,6
14,12,213,211,1,1
8,9,4030,3706,49,28
18,17,192,156,4,2
15,22,536,507,17,15
5,7,336,299,0,0
11,11,3958,3647,48,31
17,18,684,648,15,2
17,20,1951,1876,8,9
28,50,4812,4466,71,37
44,48,2079,2076,70,67
1,2,568,460,15,5
31,33,6543,5820,84,41
10,11,412,343,21,3
4,4,448,419,3,3
25,25,2393,2266,20,15
